id,name,deadline_time,average_entry_score,finished,data_checked,highest_scoring_entry,deadline_time_epoch,highest_score,is_previous,is_current,is_next,chip_plays,most_selected,most_transferred_in,top_element,top_element_info,transfers_made,most_captained,most_vice_captained,snapshot_time,can_enter,can_manage,released,overrides,cup_leagues_created,h2h_ko_matches_created,deadline_time_game_offset,ranked_count,release_time
21,Gameweek 21,2026-01-06T18:30:00+00:00,48,True,True,1967626.0,1767724200,118.0,False,False,False,"[{'chip_name': 'bboost', 'num_played': 119453}, {'chip_name': 'freehit', 'num_played': 88007}, {'chip_name': 'wildcard', 'num_played': 225660}, {'chip_name': '3xc', 'num_played': 98740}]",430.0,5.0,487.0,"{'id': 487, 'points': 15}",10609899,430.0,414.0,2025-08-17T04:46:20.565427+00:00,False,False,True,"{'rules': {}, 'scoring': {}, 'element_types': [], 'pick_multiplier': None}",True,True,0,12691406,
24,Gameweek 24,2026-01-31T13:30:00+00:00,55,True,True,2348034.0,1769866200,126.0,False,False,False,"[{'chip_name': 'bboost', 'num_played': 175008}, {'chip_name': 'freehit', 'num_played': 91022}, {'chip_name': 'wildcard', 'num_played': 364012}, {'chip_name': '3xc', 'num_played': 85449}]",430.0,449.0,18.0,"{'id': 18, 'points': 14}",14084799,430.0,430.0,2025-08-17T04:46:20.565427+00:00,False,False,True,"{'rules': {}, 'scoring': {}, 'element_types': [], 'pick_multiplier': None}",True,True,0,12773603,
25,Gameweek 25,2026-02-06T18:30:00+00:00,58,True,True,510899.0,1770402600,147.0,False,False,False,"[{'chip_name': 'bboost', 'num_played': 115138}, {'chip_name': 'freehit', 'num_played': 110640}, {'chip_name': 'wildcard', 'num_played': 248203}, {'chip_name': '3xc', 'num_played': 76563}]",430.0,249.0,235.0,"{'id': 235, 'points': 20}",10565045,430.0,430.0,2025-08-17T04:46:20.565427+00:00,False,False,True,"{'rules': {}, 'scoring': {}, 'element_types': [], 'pick_multiplier': None}",True,True,0,12799155,
26,Gameweek 26,2026-02-10T18:00:00+00:00,58,True,True,439887.0,1770746400,138.0,False,False,False,"[{'chip_name': 'bboost', 'num_played': 163842}, {'chip_name': 'freehit', 'num_played': 199177}, {'chip_name': 'wildcard', 'num_played': 170257}, {'chip_name': '3xc', 'num_played': 994106}]",430.0,666.0,373.0,"{'id': 373, 'points': 17}",10933870,430.0,430.0,2025-08-17T04:46:20.565427+00:00,False,False,True,"{'rules': {}, 'scoring': {}, 'element_types': [], 'pick_multiplier': None}",True,True,0,12819444,
27,Gameweek 27,2026-02-21T13:30:00+00:00,45,True,True,11253480.0,1771680600,117.0,False,False,False,"[{'chip_name': 'bboost', 'num_played': 163909}, {'chip_name': 'freehit', 'num_played': 65500}, {'chip_name': 'wildcard', 'num_played': 149091}, {'chip_name': '3xc', 'num_played': 131436}]",430.0,249.0,411.0,"{'id': 411, 'points': 17}",8668376,430.0,430.0,2025-08-17T04:46:20.565427+00:00,False,False,True,"{'rules': {}, 'scoring': {}, 'element_types': [], 'pick_multiplier': None}",True,True,0,12846334,
28,Gameweek 28,2026-02-27T18:30:00+00:00,53,True,True,9830298.0,1772217000,125.0,False,False,False,"[{'chip_name': 'bboost', 'num_played': 109631}, {'chip_name': 'freehit', 'num_played': 65809}, {'chip_name': 'wildcard', 'num_played': 125813}, {'chip_name': '3xc', 'num_played': 89274}]",430.0,373.0,121.0,"{'id': 121, 'points': 18}",8235195,430.0,449.0,2025-08-17T04:46:20.565427+00:00,False,False,True,"{'rules': {}, 'scoring': {}, 'element_types': [], 'pick_multiplier': None}",True,True,0,12862786,
29,Gameweek 29,2026-03-03T18:00:00+00:00,54,True,True,4150549.0,1772560800,143.0,False,False,False,"[{'chip_name': 'bboost', 'num_played': 89335}, {'chip_name': 'freehit', 'num_played': 80722}, {'chip_name': 'wildcard', 'num_played': 127012}, {'chip_name': '3xc', 'num_played': 72195}]",430.0,661.0,249.0,"{'id': 249, 'points': 19}",8012299,430.0,82.0,2025-08-17T04:46:20.565427+00:00,False,False,True,"{'rules': {}, 'scoring': {}, 'element_types': [], 'pick_multiplier': None}",True,True,0,12878906,
30,Gameweek 30,2026-03-14T13:30:00+00:00,43,True,True,11679396.0,1773495000,110.0,False,False,False,"[{'chip_name': 'bboost', 'num_played': 167927}, {'chip_name': 'freehit', 'num_played': 46577}, {'chip_name': 'wildcard', 'num_played': 96617}, {'chip_name': '3xc', 'num_played': 122850}]",430.0,249.0,55.0,"{'id': 55, 'points': 12}",7392015,430.0,82.0,2025-08-17T04:46:20.565427+00:00,False,False,True,"{'rules': {}, 'scoring': {}, 'element_types': [], 'pick_multiplier': None}",True,True,0,12901883,
31,Gameweek 31,2026-03-20T18:30:00+00:00,38,True,True,8715367.0,1774031400,109.0,False,False,False,"[{'chip_name': 'bboost', 'num_played': 18824}, {'chip_name': 'freehit', 'num_played': 1344160}, {'chip_name': 'wildcard', 'num_played': 161246}, {'chip_name': '3xc', 'num_played': 34112}]",249.0,684.0,311.0,"{'id': 311, 'points': 16}",19361841,430.0,249.0,2025-08-17T04:46:20.565427+00:00,False,False,True,"{'rules': {}, 'scoring': {}, 'element_types': [], 'pick_multiplier': None}",True,True,0,12914049,
32,Gameweek 32,2026-04-10T17:30:00+00:00,46,True,True,13046216.0,1775842200,132.0,False,False,False,"[{'chip_name': 'bboost', 'num_played': 103325}, {'chip_name': 'freehit', 'num_played': 36950}, {'chip_name': 'wildcard', 'num_played': 499288}, {'chip_name': '3xc', 'num_played': 98570}]",430.0,151.0,606.0,"{'id': 606, 'points': 21}",11209415,430.0,430.0,2025-08-17T04:46:20.565427+00:00,False,False,True,"{'rules': {}, 'scoring': {}, 'element_types': [], 'pick_multiplier': None}",True,True,0,12939182,
33,Gameweek 33,2026-04-18T10:00:00+00:00,66,True,True,7284485.0,1776506400,177.0,False,False,False,"[{'chip_name': 'bboost', 'num_played': 823047}, {'chip_name': 'freehit', 'num_played': 644259}, {'chip_name': 'wildcard', 'num_played': 219253}, {'chip_name': '3xc', 'num_played': 693021}]",430.0,691.0,515.0,"{'id': 515, 'points': 20}",16755835,430.0,82.0,2025-08-17T04:46:20.565427+00:00,False,False,True,"{'rules': {}, 'scoring': {}, 'element_types': [], 'pick_multiplier': None}",True,True,0,12949113,
34,Gameweek 34,2026-04-24T17:30:00+00:00,36,True,True,867817.0,1777051800,114.0,False,False,False,"[{'chip_name': 'bboost', 'num_played': 22830}, {'chip_name': 'freehit', 'num_played': 1091511}, {'chip_name': 'wildcard', 'num_played': 415076}, {'chip_name': '3xc', 'num_played': 54817}]",430.0,64.0,526.0,"{'id': 526, 'points': 14}",24247093,430.0,449.0,2025-08-17T04:46:20.565427+00:00,False,False,True,"{'rules': {}, 'scoring': {}, 'element_types': [], 'pick_multiplier': None}",True,True,0,12958359,
35,Gameweek 35,2026-05-01T17:30:00+00:00,50,True,True,2670562.0,1777656600,129.0,False,False,False,"[{'chip_name': 'bboost', 'num_played': 270253}, {'chip_name': 'freehit', 'num_played': 33834}, {'chip_name': 'wildcard', 'num_played': 310380}, {'chip_name': '3xc', 'num_played': 87066}]",430.0,417.0,527.0,"{'id': 527, 'points': 16}",8319244,430.0,449.0,2025-08-17T04:46:20.565427+00:00,False,False,True,"{'rules': {}, 'scoring': {}, 'element_types': [], 'pick_multiplier': None}",True,True,0,12967903,
36,Gameweek 36,2026-05-09T10:00:00+00:00,65,True,True,436924.0,1778320800,145.0,True,False,False,"[{'chip_name': 'bboost', 'num_played': 464000}, {'chip_name': 'freehit', 'num_played': 89202}, {'chip_name': 'wildcard', 'num_played': 161296}, {'chip_name': '3xc', 'num_played': 1399208}]",430.0,417.0,145.0,"{'id': 145, 'points': 15}",9092077,430.0,449.0,2025-08-17T04:46:20.565427+00:00,False,False,True,"{'rules': {}, 'scoring': {}, 'element_types': [], 'pick_multiplier': None}",True,True,0,12976450,
37,Gameweek 37,2026-05-15T17:30:00+00:00,53,True,True,7322572.0,1778866200,131.0,False,True,False,"[{'chip_name': 'bboost', 'num_played': 492567}, {'chip_name': 'freehit', 'num_played': 66527}, {'chip_name': 'wildcard', 'num_played': 160456}, {'chip_name': '3xc', 'num_played': 259427}]",430.0,666.0,64.0,"{'id': 64, 'points': 15}",6365648,430.0,449.0,2025-08-17T04:46:20.565427+00:00,False,False,True,"{'rules': {}, 'scoring': {}, 'element_types': [], 'pick_multiplier': None}",True,True,0,12983775,
38,Gameweek 38,2026-05-24T13:30:00+00:00,0,False,False,,1779629400,,False,False,True,"[{'chip_name': 'bboost', 'num_played': 86291}, {'chip_name': 'freehit', 'num_played': 7726}, {'chip_name': 'wildcard', 'num_played': 10561}, {'chip_name': '3xc', 'num_played': 26225}]",,,,,273717,,,2025-08-17T04:46:20.565427+00:00,True,True,True,"{'rules': {}, 'scoring': {}, 'element_types': [], 'pick_multiplier': None}",True,True,0,0,
