match_id,incident_index,incident_type,minute,added_time,team_side,player_id,player_name,secondary_player_id,secondary_player_name,assist_player_id,assist_player_name,card_type,goal_type,home_score,away_score,text
25-26-prem-brighton-hove-albion-vs-liverpool,20,card,25,,home,160,Minteh,,,,,yellow,,,,
25-26-prem-brighton-hove-albion-vs-liverpool,21,goal,14,,home,178,Welbeck,,,,,,regular,1,0,
25-26-prem-brighton-hove-albion-vs-liverpool,22,substitution,8,,away,,,,,,,,,,,
25-26-prem-brighton-hove-albion-vs-liverpool,23,card,-5,,home,,,,,,,yellow,,,,
25-26-prem-everton-vs-chelsea,1,substitution,89,,home,,,,,,,,,,,
25-26-prem-everton-vs-chelsea,2,substitution,89,,home,,,,,,,,,,,
25-26-prem-everton-vs-chelsea,3,card,87,,away,230,Fofana,,,,,yellow,,,,
25-26-prem-everton-vs-chelsea,4,substitution,81,,home,,,,,,,,,,,
25-26-prem-everton-vs-chelsea,5,substitution,78,,away,,,,,,,,,,,
25-26-prem-everton-vs-chelsea,6,substitution,78,,away,,,,,,,,,,,
25-26-prem-everton-vs-chelsea,7,substitution,78,,home,,,,,,,,,,,
25-26-prem-everton-vs-chelsea,8,goal,76,,home,299,Ndiaye,,,,,,regular,3,0,
25-26-prem-everton-vs-chelsea,9,substitution,70,,away,,,,,,,,,,,
25-26-prem-everton-vs-chelsea,10,card,69,,away,,,,,,,yellow,,,,
25-26-prem-everton-vs-chelsea,11,goal,62,,home,,,,,,,,regular,2,0,
25-26-prem-everton-vs-chelsea,12,substitution,57,,away,,,,,,,,,,,
25-26-prem-everton-vs-chelsea,13,substitution,46,,away,,,,,,,,,,,
25-26-prem-everton-vs-chelsea,14,goal,33,,home,,,,,,,,regular,1,0,
25-26-prem-fulham-vs-burnley,1,goal,90,,home,,,,,,,,penalty,3,1,
25-26-prem-fulham-vs-burnley,2,card,90,,away,209,Laurent,,,,,red,,,,
25-26-prem-fulham-vs-burnley,3,card,90,,home,324,Iwobi,,,,,yellow,,,,
25-26-prem-fulham-vs-burnley,4,substitution,87,,home,,,,,,,,,,,
25-26-prem-fulham-vs-burnley,5,substitution,87,,away,,,,,,,,,,,
25-26-prem-fulham-vs-burnley,6,substitution,82,,home,,,,,,,,,,,
25-26-prem-fulham-vs-burnley,7,substitution,82,,home,,,,,,,,,,,
25-26-prem-fulham-vs-burnley,8,substitution,78,,away,,,,,,,,,,,
25-26-prem-fulham-vs-burnley,9,substitution,78,,away,,,,,,,,,,,
25-26-prem-fulham-vs-burnley,10,goal,73,,home,329,Wilson,,,,,,regular,2,1,
25-26-prem-fulham-vs-burnley,11,goal,67,,home,,,,,,,,regular,1,1,
25-26-prem-fulham-vs-burnley,12,card,64,,away,614,Ward-Prowse,,,,,yellow,,,,
25-26-prem-fulham-vs-burnley,13,substitution,61,,home,,,,,,,,,,,
25-26-prem-fulham-vs-burnley,14,substitution,61,,home,,,,,,,,,,,
25-26-prem-fulham-vs-burnley,15,goal,60,,away,215,Flemming,,,,,,regular,0,1,
25-26-prem-fulham-vs-burnley,16,card,55,,home,316,Robinson,,,,,yellow,,,,
25-26-prem-fulham-vs-burnley,17,card,37,,away,209,Laurent,,,,,yellow,,,,
25-26-prem-fulham-vs-burnley,18,substitution,18,,away,,,,,,,,,,,
25-26-prem-leeds-united-vs-brentford,1,substitution,83,,home,,,,,,,,,,,
25-26-prem-leeds-united-vs-brentford,2,substitution,77,,away,,,,,,,,,,,
25-26-prem-leeds-united-vs-brentford,3,substitution,69,,home,,,,,,,,,,,
25-26-prem-leeds-united-vs-brentford,4,substitution,68,,home,,,,,,,,,,,
25-26-prem-leeds-united-vs-brentford,5,card,42,,home,342,Bogle,,,,,yellow,,,,
25-26-prem-leeds-united-vs-brentford,6,card,38,,home,343,Struijk,,,,,yellow,,,,
25-26-prem-newcastle-united-vs-sunderland,1,card,90,,away,541,Reinildo,,,,,yellow,,,,
25-26-prem-newcastle-united-vs-sunderland,2,card,90,,away,724,Geertruida,,,,,yellow,,,,
25-26-prem-newcastle-united-vs-sunderland,3,card,90,,away,552,Sadiki,,,,,yellow,,,,
25-26-prem-newcastle-united-vs-sunderland,4,substitution,90,,away,,,,,,,,,,,
25-26-prem-newcastle-united-vs-sunderland,5,substitution,90,,away,,,,,,,,,,,
25-26-prem-newcastle-united-vs-sunderland,6,card,90,,away,730,Brobbey,,,,,yellow,,,,
25-26-prem-newcastle-united-vs-sunderland,7,card,90,,home,,,,,,,yellow,,,,
25-26-prem-newcastle-united-vs-sunderland,8,goal,90,,away,730,Brobbey,,,,,,regular,1,2,
25-26-prem-newcastle-united-vs-sunderland,9,substitution,89,,home,,,,,,,,,,,
25-26-prem-newcastle-united-vs-sunderland,10,substitution,85,,away,,,,,,,,,,,
25-26-prem-newcastle-united-vs-sunderland,11,card,82,,away,683,Alderete,,,,,yellow,,,,
25-26-prem-newcastle-united-vs-sunderland,12,substitution,76,,home,,,,,,,,,,,
25-26-prem-newcastle-united-vs-sunderland,13,substitution,65,,home,,,,,,,,,,,
25-26-prem-newcastle-united-vs-sunderland,14,substitution,65,,home,,,,,,,,,,,
25-26-prem-newcastle-united-vs-sunderland,15,substitution,65,,home,,,,,,,,,,,
25-26-prem-newcastle-united-vs-sunderland,16,goal,57,,away,553,Talbi,,,,,,regular,1,1,
25-26-prem-newcastle-united-vs-sunderland,17,substitution,54,,home,,,,,,,,,,,
25-26-prem-newcastle-united-vs-sunderland,18,card,44,,away,532,Hume,,,,,yellow,,,,
25-26-prem-newcastle-united-vs-sunderland,19,goal,10,,home,485,Gordon,,,,,,regular,1,0,
25-26-prem-tottenham-hotspur-vs-nottingham-forest,1,substitution,90,,away,,,,,,,,,,,
25-26-prem-tottenham-hotspur-vs-nottingham-forest,2,substitution,90,,away,,,,,,,,,,,
25-26-prem-tottenham-hotspur-vs-nottingham-forest,3,card,88,,away,527,Awoniyi,,,,,yellow,,,,
25-26-prem-tottenham-hotspur-vs-nottingham-forest,4,goal,87,,away,527,Awoniyi,,,,,,regular,0,3,
25-26-prem-tottenham-hotspur-vs-nottingham-forest,5,substitution,84,,home,,,,,,,,,,,
25-26-prem-tottenham-hotspur-vs-nottingham-forest,6,card,82,,home,574,Udogie,,,,,yellow,,,,
25-26-prem-tottenham-hotspur-vs-nottingham-forest,7,substitution,80,,away,,,,,,,,,,,
25-26-prem-tottenham-hotspur-vs-nottingham-forest,8,substitution,71,,away,,,,,,,,,,,
25-26-prem-tottenham-hotspur-vs-nottingham-forest,9,substitution,70,,away,,,,,,,,,,,
25-26-prem-tottenham-hotspur-vs-nottingham-forest,10,substitution,67,,home,,,,,,,,,,,
25-26-prem-tottenham-hotspur-vs-nottingham-forest,11,substitution,67,,home,,,,,,,,,,,
25-26-prem-tottenham-hotspur-vs-nottingham-forest,12,goal,62,,away,515,Gibbs-White,,,,,,regular,0,2,
25-26-prem-tottenham-hotspur-vs-nottingham-forest,13,card,53,,away,521,Sangaré,,,,,yellow,,,,
25-26-prem-tottenham-hotspur-vs-nottingham-forest,14,substitution,46,,home,,,,,,,,,,,
25-26-prem-tottenham-hotspur-vs-nottingham-forest,15,substitution,46,,home,,,,,,,,,,,
25-26-prem-tottenham-hotspur-vs-nottingham-forest,16,goal,45,,away,,,,,,,,regular,0,1,
